user_id,session_id,timestamp,page_visited,product_id,action,duration_seconds,source,device,location
U008,SU008_03,2025-03-11 21:34:39,Produit: Thé vert Sencha,P101,add_to_cart,76,facebook_ads,tablet,Suisse
U008,SU008_04,2025-03-14 19:55:11,Produit: Maté bio,P105,view,69,direct,desktop,Suisse
U008,SU008_04,2025-03-14 19:56:32,Catégorie: Thés bio,,click,30,direct,desktop,Suisse
U008,SU008_04,2025-03-14 19:57:23,Produit: Maté bio,P105,view,74,direct,desktop,Suisse
U008,SU008_04,2025-03-14 21:43:08,Produit: Thé blanc Bai Mu Dan ,P102,view,77,direct,tablet,France
U008,SU008_04,2025-03-14 21:44:32,Catégorie: Thés bio,,click,49,direct,tablet,France
U008,SU008_04,2025-03-14 21:45:48,Produit: Thé blanc Bai Mu Dan ,P102,view,76,direct,tablet,France,
U008,SU008_04,2025-03-14 21:47:22,Produit: Thé blanc Bai Mu Dan ,P102,add_to_cart,52,direct,tablet,France,
U008,SU008_02,2025-03-22 12:47:52,Produit: Thé noir Darjeeling bio (promo),P999,view,19,facebook_ads,tablet,Luxembourg
U008,SU008_02,2025-03-22 12:48:22,Catégorie: Thés bio,,click,83,facebook_ads,tablet,Luxembourg
U008,SU008_02,2025-03-22 12:49:56,Produit: Thé noir Darjeeling bio (promo),P999,view,23,facebook_ads,tablet,Luxembourg
U008,SU008_02,2025-03-22 12:50:28,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,40,facebook_ads,tablet,Luxembourg
U008,SU008_02,2025-03-22 12:51:13,Produit: Thé noir Darjeeling bio (promo),P999,purchase,37,facebook_ads,tablet,Luxembourg
U008,SU008_01,2025-04-03 12:04:00,Produit: Thé noir Darjeeling bio (promo),P999,view,85,direct,desktop,France
U008,SU008_01,2025-04-03 12:05:46,Catégorie: Thés bio,,click,13,direct,desktop,France
U008,SU008_01,2025-04-03 12:06:20,Produit: Thé noir Darjeeling bio (promo),P999,view,70,direct,desktop,France
U008,SU008_01,2025-04-03 12:07:35,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,85,direct,desktop,France
U008,SU008_01,2025-04-03 12:09:20,Produit: Thé noir Darjeeling bio (promo),P999,purchase,10,direct,desktop,France
U009,SU009_04,2025-03-07 08:34:45,Produit: Rooibos bio,P103,view,35,direct,tablet,Suisse
U009,SU009_04,2025-03-07 08:35:40,Catégorie: Thés bio,,click,5,direct,tablet,Suisse
U009,SU009_04,2025-03-07 08:36:02,Produit: Rooibos bio,P103,view,23,direct,tablet,Suisse
U009,SU009_04,2025-03-07 08:36:35,Produit: Rooibos bio,P103,add_to_cart,63,direct,tablet,Suisse
U009,SU009_01,2025-03-17 05:36:18,Produit: Thé noir Darjeeling bio (promo),P999,view,55,facebook_ads,mobile,Belgique
U009,SU009_01,2025-03-17 05:37:43,Catégorie: Thés bio,,click,18,facebook_ads,mobile,Belgique
U009,SU009_02,2025-03-20 10:20:12,Produit: Thé noir Darjeeling bio (promo),P999,view,68,direct,tablet,France
U009,SU009_02,2025-03-20 10:21:44,Catégorie: Thés bio,,click,70,direct,tablet,France
U009,SU009_02,2025-03-20 10:23:13,Produit: Thé noir Darjeeling bio (promo),P999,view,78,direct,tablet,France
U009,SU009_02,2025-03-20 10:24:39,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,86,direct,tablet,France
U009,SU009_02,2025-03-20 10:26:14,Produit: Thé noir Darjeeling bio (promo),P999,purchase,15,direct,tablet,France
U010,SU010_05,2025-03-31 03:49:40,Produit: Thé blanc Bai Mu Dan ,P102,view,15,direct,tablet,Canada,
U010,SU010_05,2025-03-31 03:50:14,Catégorie: Thés bio,,click,83,direct,tablet,Canada
U010,SU010_04,2025-04-03 19:58:46,Produit: Maté bio,P105,view,86,organic,desktop,Luxembourg
U010,SU010_04,2025-04-03 20:00:17,Catégorie: Thés bio,,click,73,organic,desktop,Luxembourg
U010,SU010_04,2025-04-03 20:01:58,Produit: Maté bio,P105,view,77,organic,desktop,Luxembourg
U010,SU010_04,2025-04-03 20:03:40,Produit: Maté bio,P105,add_to_cart,41,organic,desktop,Luxembourg
U011,SU011_04,2025-03-12 18:47:45,Produit: Thé noir Darjeeling bio (promo),P999,view,68,direct,mobile,Canada
U011,SU011_04,2025-03-12 18:48:58,Catégorie: Thés bio,,click,71,direct,mobile,Canada
U011,SU011_04,2025-03-12 18:50:30,Produit: Thé noir Darjeeling bio (promo),P999,view,60,direct,mobile,Canada
U011,SU011_04,2025-03-12 18:51:35,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,78,direct,mobile,Canada
U011,SU011_04,2025-03-12 18:53:11,Produit: Thé noir Darjeeling bio (promo),P999,purchase,70,direct,mobile,Canada
U011,SU011_05,2025-04-06 10:32:28,Produit: Infusion menthe bio,P104,view,84,facebook_ads,desktop,Canada
U011,SU011_05,2025-04-06 10:34:02,Catégorie: Thés bio,,click,54,facebook_ads,desktop,Canada
U012,SU012_02,2025-04-04 09:16:54,Produit: Rooibos bio,P103,view,59,direct,tablet,France
U012,SU012_02,2025-04-04 09:17:59,Catégorie: Thés bio,,click,20,direct,tablet,France
U012,SU012_02,2025-04-04 09:18:32,Produit: Rooibos bio,P103,view,13,direct,tablet,France
U012,SU012_02,2025-04-04 09:19:02,Produit: Rooibos bio,P103,add_to_cart,76,direct,tablet,France
U012,SU012_02,2025-04-04 09:20:37,Produit: Rooibos bio,P103,purchase,70,direct,tablet,France
U014,SU014_05,2025-03-27 08:26:42,Produit: Infusion menthe bio,P104,view,7,facebook_ads,desktop,Belgique
U014,SU014_05,2025-03-27 08:27:16,Catégorie: Thés bio,,click,36,facebook_ads,desktop,Belgique
U014,SU014_05,2025-03-27 08:28:17,Produit: Infusion menthe bio,P104,view,24,facebook_ads,desktop,Belgique
U014,SU014_05,2025-03-27 08:28:53,Produit: Infusion menthe bio,P104,add_to_cart,20,facebook_ads,desktop,Belgique
U014,SU014_05,2025-03-27 08:29:41,Produit: Infusion menthe bio,P104,purchase,6,facebook_ads,desktop,Belgique
U014,SU014_05,2025-03-30 16:09:35,Produit: Thé blanc Bai Mu Dan ,P102,view,31,direct,tablet,Luxembourg
U014,SU014_05,2025-03-30 16:10:34,Catégorie: Thés bio,,click,89,direct,tablet,Luxembourg
U015,SU015_03,2025-03-13 09:17:51,Produit: Rooibos bio,P103,view,31,organic,tablet,Belgique
U015,SU015_03,2025-03-13 09:18:46,Catégorie: Thés bio,,click,78,organic,tablet,Belgique
U015,SU015_04,2025-03-21 15:08:31,Produit: Rooibos bio,P103,view,69,direct,tablet,Luxembourg
U015,SU015_04,2025-03-21 15:09:59,Catégorie: Thés bio,,click,46,direct,tablet,Luxembourg
U015,SU015_04,2025-03-21 15:11:06,Produit: Rooibos bio,P103,view,20,direct,tablet,Luxembourg
U015,SU015_04,2025-03-21 15:11:34,Produit: Rooibos bio,P103,add_to_cart,34,direct,tablet,Luxembourg
U015,SU015_04,2025-03-21 15:12:19,Produit: Rooibos bio,P103,purchase,38,direct,tablet,Luxembourg
U015,SU015_02,2025-04-02 16:28:37,Produit: Thé noir Darjeeling bio (promo),P999,view,10,direct,tablet,Canada
U015,SU015_02,2025-04-02 16:29:03,Catégorie: Thés bio,,click,70,direct,tablet,Canada
U015,SU015_02,2025-04-02 16:30:27,Produit: Thé noir Darjeeling bio (promo),P999,view,68,direct,tablet,Canada
U015,SU015_02,2025-04-02 16:31:45,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,77,direct,tablet,Canada
U015,SU015_02,2025-04-02 16:33:08,Produit: Thé noir Darjeeling bio (promo),P999,purchase,25,direct,tablet,Canada
U015,SU015_05,2025-04-06 10:32:24,Produit: Thé noir Darjeeling bio (promo),P999,view,79,direct,desktop,France
U015,SU015_05,2025-04-06 10:34:03,Catégorie: Thés bio,,click,33,direct,desktop,France
U015,SU015_05,2025-04-06 10:34:54,Produit: Thé noir Darjeeling bio (promo),P999,view,28,direct,desktop,France
U015,SU015_05,2025-04-06 10:35:30,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,19,direct,desktop,France
U015,SU015_05,2025-04-06 10:36:08,Produit: Thé noir Darjeeling bio (promo),P999,purchase,18,direct,desktop,France
U016,SU016_01,2025-03-16 04:37:47,Produit: Thé noir Darjeeling bio (promo),P999,view,83,facebook_ads,desktop,France
U016,SU016_01,2025-03-16 04:39:35,Catégorie: Thés bio,,click,78,facebook_ads,desktop,France
U016,SU016_01,2025-03-16 04:41:19,Produit: Thé noir Darjeeling bio (promo),P999,view,69,facebook_ads,desktop,France
U016,SU016_01,2025-03-16 04:42:35,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,57,facebook_ads,desktop,France
U016,SU016_01,2025-03-16 04:44:00,Produit: Thé noir Darjeeling bio (promo),P999,purchase,25,facebook_ads,desktop,France
U016,SU016_01,2025-04-02 16:34:23,Produit: Maté bio,P105,view,56,organic,mobile,Belgique
U016,SU016_01,2025-04-02 16:35:36,Catégorie: Thés bio,,click,87,organic,mobile,Belgique
U016,SU016_01,2025-04-02 16:37:32,Produit: Maté bio,P105,view,60,organic,mobile,Belgique
U016,SU016_01,2025-04-02 16:38:38,Produit: Maté bio,P105,add_to_cart,13,organic,mobile,Belgique
U017,SU017_01,2025-03-12 18:19:49,Produit: Thé noir Darjeeling bio (promo),P999,view,32,direct,tablet,Suisse
U017,SU017_01,2025-03-12 18:20:41,Catégorie: Thés bio,,click,43,direct,tablet,Suisse
U017,SU017_01,2025-03-12 18:21:51,Produit: Thé noir Darjeeling bio (promo),P999,view,63,direct,tablet,Suisse
U017,SU017_01,2025-03-12 18:23:23,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,59,direct,tablet,Suisse
U017,SU017_01,2025-03-12 18:24:27,Produit: Thé noir Darjeeling bio (promo),P999,purchase,85,direct,tablet,Suisse
U017,SU017_05,2025-03-15 12:55:06,Produit: Thé noir Darjeeling bio (promo),P999,view,77,facebook_ads,desktop,Luxembourg
U017,SU017_05,2025-03-15 12:56:44,Catégorie: Thés bio,,click,7,facebook_ads,desktop,Luxembourg
U017,SU017_05,2025-03-15 12:57:01,Produit: Thé noir Darjeeling bio (promo),P999,view,24,facebook_ads,desktop,Luxembourg
U017,SU017_05,2025-03-15 12:57:50,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,22,facebook_ads,desktop,Luxembourg
U017,SU017_05,2025-03-15 12:58:30,Produit: Thé noir Darjeeling bio (promo),P999,purchase,38,facebook_ads,desktop,Luxembourg
U017,SU017_05,2025-03-17 05:24:15,Produit: Thé vert Sencha,P101,view,70,organic,mobile,Belgique
U017,SU017_05,2025-03-17 05:25:54,Catégorie: Thés bio,,click,43,organic,mobile,Belgique
U017,SU017_05,2025-03-17 05:26:54,Produit: Thé vert Sencha,P101,view,35,organic,mobile,Belgique
U017,SU017_05,2025-03-17 05:27:35,Produit: Thé vert Sencha,P101,add_to_cart,48,organic,mobile,Belgique
U017,SU017_03,2025-03-19 06:57:42,Produit: Infusion menthe bio,P104,view,12,organic,desktop,Belgique
U017,SU017_03,2025-03-19 06:58:01,Catégorie: Thés bio,,click,61,organic,desktop,Belgique
U017,SU017_03,2025-03-19 06:59:20,Produit: Infusion menthe bio,P104,view,88,organic,desktop,Belgique
U018,SU018_05,2025-03-12 10:24:24,Produit: Infusion menthe bio,P104,view,75,organic,tablet,France
U018,SU018_05,2025-03-12 10:25:45,Catégorie: Thés bio,,click,52,organic,tablet,France
U018,SU018_05,2025-03-12 10:26:58,Produit: Infusion menthe bio,P104,view,51,organic,tablet,France
U018,SU018_05,2025-03-12 10:28:12,Produit: Infusion menthe bio,P104,add_to_cart,77,organic,tablet,France
U018,SU018_05,2025-03-12 10:29:35,Produit: Infusion menthe bio,P104,purchase,29,organic,tablet,France
U018,SU018_03,2025-03-13 03:20:47,Produit: Thé vert Sencha,P101,view,39,direct,desktop,France
U018,SU018_03,2025-03-13 03:21:50,Catégorie: Thés bio,,click,20,direct,desktop,France
U018,SU018_03,2025-03-13 03:22:34,Produit: Thé vert Sencha,P101,view,30,direct,desktop,France
U018,SU018_02,2025-03-22 18:10:55,Produit: Infusion menthe bio,P104,view,37,direct,mobile,Canada
U018,SU018_02,2025-03-22 18:11:45,Catégorie: Thés bio,,click,76,direct,mobile,Canada
U018,SU018_02,2025-03-22 18:13:15,Produit: Infusion menthe bio,P104,view,43,direct,mobile,Canada
U018,SU018_02,2025-03-22 18:14:07,Produit: Infusion menthe bio,P104,add_to_cart,53,direct,mobile,Canada
U018,SU018_02,2025-03-22 18:15:21,Produit: Infusion menthe bio,P104,purchase,17,direct,mobile,Canada
U018,SU018_04,2025-03-23 07:54:55,Produit: Thé blanc Bai Mu Dan ,P102,view,58,direct,desktop,Belgique
U018,SU018_04,2025-03-23 07:56:15,Catégorie: Thés bio,,click,32,direct,desktop,Belgique
U018,SU018_04,2025-03-23 07:56:54,Produit: Thé blanc Bai Mu Dan ,P102,view,80,direct,desktop,Belgique
U018,SU018_05,2025-03-24 09:16:38,Produit: Maté bio,P105,view,90,organic,desktop,France
U018,SU018_05,2025-03-24 09:18:35,Catégorie: Thés bio,,click,8,organic,desktop,France
U018,SU018_05,2025-03-24 09:18:56,Produit: Maté bio,P105,view,71,organic,desktop,France
U018,SU018_05,2025-03-29 16:10:01,Produit: Maté bio,P105,view,72,organic,desktop,Belgique
U018,SU018_05,2025-03-29 16:11:30,Catégorie: Thés bio,,click,29,organic,desktop,Belgique
U018,SU018_05,2025-03-29 16:12:21,Produit: Maté bio,P105,view,45,organic,desktop,Belgique
U018,SU018_05,2025-03-29 20:03:37,Produit: Rooibos bio,P103,view,70,direct,tablet,Belgique
U018,SU018_05,2025-03-29 20:05:01,Catégorie: Thés bio,,click,73,direct,tablet,Belgique
U018,SU018_04,2025-04-02 20:13:19,Produit: Thé noir Darjeeling bio (promo),P999,view,90,facebook_ads,desktop,Canada
U018,SU018_04,2025-04-02 20:14:57,Catégorie: Thés bio,,click,47,facebook_ads,desktop,Canada
U018,SU018_04,2025-04-02 20:16:14,Produit: Thé noir Darjeeling bio (promo),P999,view,39,facebook_ads,desktop,Canada
U018,SU018_04,2025-04-02 20:16:58,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,5,facebook_ads,desktop,Canada
U018,SU018_04,2025-04-02 20:17:27,Produit: Thé noir Darjeeling bio (promo),P999,purchase,88,facebook_ads,desktop,Canada
U018,SU018_01,2025-04-05 12:37:21,Produit: Thé noir Darjeeling bio (promo),P999,view,61,direct,tablet,Belgique
U018,SU018_01,2025-04-05 12:38:50,Catégorie: Thés bio,,click,48,direct,tablet,Belgique
U018,SU018_01,2025-04-05 12:39:49,Produit: Thé noir Darjeeling bio (promo),P999,view,13,direct,tablet,Belgique
U018,SU018_01,2025-04-05 12:40:30,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,33,direct,tablet,Belgique
U018,SU018_01,2025-04-05 12:41:11,Produit: Thé noir Darjeeling bio (promo),P999,purchase,54,direct,tablet,Belgique
U019,SU019_05,2025-03-21 06:30:51,Produit: Thé noir Darjeeling bio (promo),P999,view,28,organic,tablet,Suisse
U019,SU019_05,2025-03-21 06:31:40,Catégorie: Thés bio,,click,5,organic,tablet,Suisse
U019,SU019_05,2025-03-21 06:32:01,Produit: Thé noir Darjeeling bio (promo),P999,view,21,organic,tablet,Suisse
U020,SU020_01,2025-03-18 18:05:27,Produit: Infusion menthe bio,P104,view,59,facebook_ads,tablet,Canada
U020,SU020_01,2025-03-18 18:06:34,Catégorie: Thés bio,,click,90,facebook_ads,tablet,Canada
U022,SU022_03,2025-03-09 10:26:35,Produit: Thé blanc Bai Mu Dan ,P102,view,9,organic,tablet,Suisse
U022,SU022_03,2025-03-09 10:26:52,Catégorie: Thés bio,,click,52,organic,tablet,Suisse
U022,SU022_03,2025-03-09 10:28:05,Produit: Thé blanc Bai Mu Dan, P102,view,58,organic,tablet,Suisse
U022,SU022_04,2025-03-11 04:04:46,Produit: Thé vert Sencha,P101,view,38,direct,desktop,Suisse
U022,SU022_04,2025-03-11 04:05:42,Catégorie: Thés bio,,click,35,direct,desktop,Suisse
U022,SU022_04,2025-03-11 04:06:26,Produit: Thé vert Sencha,P101,view,48,direct,desktop,Suisse
U022,SU022_04,2025-03-11 04:07:25,Produit: Thé vert Sencha,P101,add_to_cart,85,direct,desktop,Suisse
U022,SU022_04,2025-03-11 04:09:20,Produit: Thé vert Sencha,P101,purchase,28,direct,desktop,Suisse
U022,SU022_01,2025-04-06 14:58:34,Produit: Thé vert Sencha,P101,view,25,organic,tablet,Canada
U022,SU022_01,2025-04-06 14:59:19,Catégorie: Thés bio,,click,8,organic,tablet,Canada
U023,SU023_05,2025-03-17 17:57:11,Produit: Thé noir Darjeeling bio (promo),P999,view,88,direct,tablet,France
U023,SU023_05,2025-03-17 17:59:01,Catégorie: Thés bio,,click,48,direct,tablet,France
U023,SU023_05,2025-03-17 18:00:00,Produit: Thé noir Darjeeling bio (promo),P999,view,49,direct,tablet,France
U023,SU023_05,2025-03-17 18:01:05,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,13,direct,tablet,France
U023,SU023_05,2025-03-17 18:01:35,Produit: Thé noir Darjeeling bio (promo),P999,purchase,47,direct,tablet,France
U023,SU023_05,2025-03-20 06:39:45,Produit: Thé noir Darjeeling bio (promo),P999,view,89,direct,desktop,Suisse
U023,SU023_05,2025-03-20 06:41:28,Catégorie: Thés bio,,click,47,direct,desktop,Suisse
U023,SU023_05,2025-03-20 06:42:40,Produit: Thé noir Darjeeling bio (promo),P999,view,41,direct,desktop,Suisse
U023,SU023_05,2025-03-20 06:43:51,Produit: Thé noir Darjeeling bio (promo),P999,add_to_cart,17,direct,desktop,Suisse
U023,SU023_05,2025-03-20 06:44:24,Produit: Thé noir Darjeeling bio (promo),P999,purchase,86,direct,desktop,Suisse
U023,SU023_01,2025-03-22 11:54:02,Produit: Thé noir Darjeeling bio (promo),P999,view,32,organic,tablet,Belgique
U023,SU023_01,2025-03-22 11:54:43,Catégorie: Thés bio,,click,9,organic,tablet,Belgique
U023,SU023_01,2025-03-22 11:55:10,Produit: Thé noir Darjeeling bio (promo),P999,view,38,organic,tablet,Belgique
